match_no,innings,over,ball,batsman,batting_hand,bowler,bowling_hand,bowling_type,pace_or_spin,runs_offbat,extras,is_wicket,Wicket_type,is_boundary,team1_battingfirst,team2_battingsecond,team1_score,team1_wickets,team2_score,team2_wickets,extra_type
1,1,0,1,Lochan S Gowda,Right,M Reddy,Right,fast,pace,6,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,NB
1,1,0,1,Lochan S Gowda,Right,M Reddy,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,0,2,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,2,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,LB
1,1,0,3,Lochan S Gowda,Right,M Reddy,Right,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,0,4,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,0,5,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,0,6,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,NB
1,1,0,6,Lochan S Gowda,Right,M Reddy,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,1,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,2,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,3,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,4,Sharath BR,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,5,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,1,1,5,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,1,6,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,1,1,6,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,2,1,Lochan S Gowda,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,2,2,Lochan S Gowda,Right,L Kaushal,Left,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,LB
1,1,2,3,Sharath BR,Right,L Kaushal,Left,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,2,4,Sharath BR,Right,L Kaushal,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,2,5,Sharath BR,Right,L Kaushal,Left,fast,pace,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,2,6,Sharath BR,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,3,1,Sharath BR,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,3,2,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,3,3,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,3,4,Sharath BR,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,3,5,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,4,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,LB
1,1,3,6,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,1,Lochan S Gowda,Right,P Dubey,Right,legspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,2,Lochan S Gowda,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,3,Lochan S Gowda,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,4,Lochan S Gowda,Right,P Dubey,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,5,Sharath BR,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,4,6,Sharath BR,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,1,Lochan S Gowda,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,2,Sharath BR,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,3,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,TRUE,Run Out,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,4,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,5,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,5,6,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,1,Aneesh K V,Right,P Dubey,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,2,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,3,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,4,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,5,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,6,6,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,1,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,2,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,3,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,4,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,5,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,7,6,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,1,Macneil Hadley Noronha,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,2,Aneesh K V,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,3,Macneil Hadley Noronha,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,4,Aneesh K V,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,5,Macneil Hadley Noronha,Right,M Reddy,Right,fast,pace,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,8,6,Macneil Hadley Noronha,Right,M Reddy,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,1,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,2,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,1,9,2,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,3,Aneesh K V,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,TRUE,Bowled,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,4,Aadarsh Prajwal,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,5,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,9,6,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,1,Macneil Hadley Noronha,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,2,Aadarsh Prajwal,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,3,Aadarsh Prajwal,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,4,Macneil Hadley Noronha,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,5,Aadarsh Prajwal,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,10,6,Macneil Hadley Noronha,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,1,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,2,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,3,Aadarsh Prajwal,Right,P Dubey,Right,legspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,4,Aadarsh Prajwal,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,5,Aadarsh Prajwal,Right,P Dubey,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,11,6,Macneil Hadley Noronha,Right,P Dubey,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,1,Aadarsh Prajwal,Right,Kamble Shashi Kumar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,2,Macneil Hadley Noronha,Right,Kamble Shashi Kumar,Right,Offspin,spin,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,3,Macneil Hadley Noronha,Right,Kamble Shashi Kumar,Right,Offspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,4,Macneil Hadley Noronha,Right,Kamble Shashi Kumar,Right,Offspin,spin,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,5,Macneil Hadley Noronha,Right,Kamble Shashi Kumar,Right,Offspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,12,6,Macneil Hadley Noronha,Right,Kamble Shashi Kumar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,1,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,2,Aadarsh Prajwal,Right,P Shekawat,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,3,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,4,Macneil Hadley Noronha,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,5,Shreyas Gopal,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,13,6,Shreyas Gopal,Right,P Shekawat,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,1,Aadarsh Prajwal,Right,M Reddy,Right,fast,pace,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,2,Shivraj S,Right,M Reddy,Right,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,3,Shivraj S,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,4,Shivraj S,Right,M Reddy,Right,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,5,Shivraj S,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,14,6,Shivraj S,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,1,Shivraj S,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,2,Shivraj S,Right,V Vijaykumar,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,3,Shivraj S,Right,V Vijaykumar,Right,fast,pace,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,4,Kranthi Kumar,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,5,Shreyas Gopal,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,15,6,Kranthi Kumar,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,16,1,Kranthi Kumar,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,16,2,Kranthi Kumar,Right,M Reddy,Right,fast,pace,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,16,3,Pallavkumar Das,Left,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,16,4,Pallavkumar Das,Left,M Reddy,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,LB
1,1,16,5,Shreyas Gopal,Right,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,16,6,Pallavkumar Das,Left,M Reddy,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,1,Pallavkumar Das,Left,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,2,Pallavkumar Das,Left,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,3,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,4,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,5,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,17,6,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,1,Shreyas Gopal,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,2,Pallavkumar Das,Left,V Vijaykumar,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,3,Pallavkumar Das,Left,V Vijaykumar,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,4,Pallavkumar Das,Left,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,5,Shreyas Gopal,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,1,18,5,Shreyas Gopal,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,1,18,5,Shreyas Gopal,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,18,6,Pallavkumar Das,Left,V Vijaykumar,Right,fast,pace,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,1,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,2,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,3,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,4,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,5,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,2,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,1,19,6,Shreyas Gopal,Right,L Kaushal,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,1,Sisodia,Left,Abhilash Shetty,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,2,Sisodia,Left,Abhilash Shetty,Left,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,Wide
1,2,0,2,Sisodia,Left,Abhilash Shetty,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,3,Sisodia,Left,Abhilash Shetty,Left,fast,pace,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,4,Sisodia,Left,Abhilash Shetty,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,5,N Jose,Right,Abhilash Shetty,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,0,6,N Jose,Right,Abhilash Shetty,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,1,N Jose,Right,Shreyas Gopal,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,2,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,3,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,4,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,5,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,1,6,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,1,N Jose,Right,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,2,N Jose,Right,Ronit More,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,3,Sisodia,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,4,Sisodia,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,5,Sisodia,Left,Ronit More,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,2,6,N Jose,Right,Ronit More,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,1,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,2,Sisodia,Left,Shreyas Gopal,Right,legspin,spin,0,0,TRUE,Caught,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,3,Mohith,Left,Shreyas Gopal,Right,legspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,4,Mohith,Left,Shreyas Gopal,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,5,N Jose,Right,Shreyas Gopal,Right,legspin,spin,0,0,TRUE,LBW,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,3,6,S Ravichandran,Left,Shreyas Gopal,Right,legspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,1,S Ravichandran,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,2,S Ravichandran,Left,Ronit More,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,3,S Ravichandran,Left,Ronit More,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,4,Mohith,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,5,Mohith,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,4,6,Mohith,Left,Ronit More,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,5,1,S Ravichandran,Left,Abhilash Shetty,Left,fast,pace,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,5,2,Mohith,Left,Abhilash Shetty,Left,fast,pace,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,5,3,Mohith,Left,Abhilash Shetty,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,5,4,Mohith,Left,Abhilash Shetty,Left,fast,pace,0,1,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,LB
1,2,5,5,S Ravichandran,Left,Abhilash Shetty,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,5,6,S Ravichandran,Left,Abhilash Shetty,Left,fast,pace,4,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,1,Mohith,Left,Macneil Hadley Noronha,Right,Offspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,2,S Ravichandran,Left,Macneil Hadley Noronha,Right,Offspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,3,S Ravichandran,Left,Macneil Hadley Noronha,Right,Offspin,spin,0,0,TRUE,Bowled,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,4,P Pavan,Right,Macneil Hadley Noronha,Right,Offspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,5,P Pavan,Right,Macneil Hadley Noronha,Right,Offspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,6,6,P Pavan,Right,Macneil Hadley Noronha,Right,Offspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,1,P Pavan,Right,Paras Gurbax Arya,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,2,Mohith,Left,Paras Gurbax Arya,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,3,Mohith,Left,Paras Gurbax Arya,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,4,P Pavan,Right,Paras Gurbax Arya,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,5,Mohith,Left,Paras Gurbax Arya,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,7,6,Mohith,Left,Paras Gurbax Arya,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,8,1,Mohith,Left,Macneil Hadley Noronha,Right,Offspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,8,2,Mohith,Left,Macneil Hadley Noronha,Right,Offspin,spin,0,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,8,3,Mohith,Left,Macneil Hadley Noronha,Right,Offspin,spin,1,0,FALSE,,FALSE,Mangaluru,Gulbarga,180,8,147,10,
1,2,8,4,P Pavan,Right,Macneil Hadley Noronha,Right,Offspin,spin,6,0,FALSE,,TRUE,Mangaluru,Gulbarga,180,8,147,10,
